cop_name,block,box,exposed,cop_fam,tank,parasite_fam,infected,trt,cerc_d9,cerc_multinom,failed_devo,dead,days_surv,cop_length,proc_size1,proc_size2,remarks
31_2B,2,2,1,II,5,Q,0,uninfected,,,,0,21,,,,
31_2C,2,2,1,II,5,Q,1,infected,0,0,0,0,21,368.543,26765,25087,
31_2D,2,2,1,II,5,Q,1,infected,0,1,0,0,21,371.517,25201,27108,
31_3A,2,2,0,II,5,Q,0,unexposed,,,,0,21,,,,
31_3B,2,2,1,II,5,Q,1,infected,0,0,0,0,21,364.927,21114,19132,
31_3C,2,2,1,II,5,Q,0,uninfected,,,,1,14,,,,
31_3D,2,2,1,II,5,Q,0,uninfected,,,,1,20,,,,
31_4A,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_4B,2,2,0,II,6,Q,0,unexposed,,,,0,21,,,,
31_4C,2,2,1,II,6,Q,1,infected,1,2,0,0,21,369.359,25307,26201,
31_4D,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_5A,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_5B,2,2,1,II,6,Q,1,infected,0,0,0,0,21,364.671,21013,22297,
31_5C,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_5D,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_6A,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_6B,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
31_6C,2,2,1,II,6,Q,0,uninfected,,,,1,14,,,,
31_6D,2,2,1,II,6,Q,0,uninfected,,,,0,21,,,,
32_1A,2,2,1,II,3,U,0,uninfected,,,,0,21,,,,
32_1B,2,2,1,II,3,U,0,uninfected,,,,0,21,,,,
32_1C,2,2,1,II,3,U,1,infected,1,2,0,0,21,360.04,25215,29244,
32_1D,2,2,0,II,3,U,0,unexposed,,,,0,21,,,,
32_2A,2,2,1,II,3,U,0,uninfected,,,,1,21,,,,
32_2B,2,2,1,II,3,U,1,infected,0,1,0,0,21,373.524,25488,25609,
32_2C,2,2,1,II,3,U,1,infected,0,0,0,1,18,,,,
32_2D,2,2,1,II,3,U,1,infected,0,0,0,1,21,,,,
32_3A,2,2,1,II,3,U,1,infected,0,1,0,0,21,,23046,22553,
32_3B,2,2,1,II,3,U,0,uninfected,,,,1,12,,,,
32_3C,2,2,1,II,3,U,0,uninfected,,,,0,21,,,,
32_3D,2,2,1,II,3,U,0,uninfected,,,,1,18,,,,
32_4A,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
32_4B,2,2,1,II,4,U,1,infected,1,2,0,1,12,,,,
32_4C,2,2,0,II,4,U,0,unexposed,,,,1,20,,,,
32_4D,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
32_5A,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
32_5B,2,2,1,II,4,U,0,uninfected,,,,1,10,,,,
32_5C,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
32_5D,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
32_6A,2,2,1,II,4,U,1,infected,1,2,0,0,21,370.644,24864,26191,
32_6B,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
32_6C,2,2,1,II,4,U,1,infected,1,2,0,1,20,,,,
32_6D,2,2,1,II,4,U,0,uninfected,,,,0,21,,,,
33_1A,2,3,0,II,4,V,0,unexposed,,,,1,21,,,,
33_1B,2,3,1,II,4,V,0,uninfected,,,,0,21,,,,
33_1C,2,3,1,II,4,V,0,uninfected,,,,0,21,,,,
33_1D,2,3,1,II,4,V,1,infected,0,0,0,1,20,,,,
33_2A,2,3,1,II,4,V,1,infected,0,0,0,0,21,352.847,30511,31488,
33_2B,2,3,1,II,4,V,1,infected,0,0,0,0,21,368.47,22261,22428,
33_2C,2,3,1,II,4,V,1,infected,0,0,0,0,21,366.706,29414,26752,
33_2D,2,3,1,II,4,V,1,infected,0,0,0,0,21,363.226,23836,24641,
33_3A,2,3,1,II,4,V,1,infected,0,0,0,0,21,368.572,23369,23598,
33_3B,2,3,1,II,4,V,0,uninfected,,,,0,21,,,,
33_3C,2,3,1,II,4,V,1,infected,0,1,0,0,21,362.447,30273,30131,
33_3D,2,3,1,II,4,V,0,uninfected,,,,0,21,,,,
33_4A,2,3,1,II,3,V,0,uninfected,,,,0,21,,,,
33_4B,2,3,1,II,3,V,1,infected,0,0,0,1,14,,,,
33_4C,2,3,1,II,3,V,0,uninfected,,,,0,21,,,,
33_4D,2,3,1,II,3,V,0,uninfected,,,,0,21,,,,
33_5A,2,3,1,II,3,V,0,uninfected,,,,0,21,,,,
33_5B,2,3,1,II,3,V,0,uninfected,,,,1,10,,,,
33_5C,2,3,0,II,3,V,0,unexposed,,,,0,21,,,,
33_5D,2,3,1,II,3,V,1,infected,0,0,0,0,21,332.758,19404,18335,
33_6A,2,3,1,II,3,V,1,infected,0,0,0,0,21,370.98,24378,25849,
33_6B,2,3,1,II,3,V,0,uninfected,,,,1,20,,,,
33_6C,2,3,1,II,3,V,0,uninfected,,,,0,21,,,,
33_6D,2,3,1,II,3,V,0,uninfected,,,,1,20,,,,
34_1A,2,2,1,II,3,W,1,infected,0,0,0,0,21,367.679,22810,21211,
34_1B,2,2,1,II,3,W,1,infected,0,1,0,0,21,367.666,25893,28074,
34_1C,2,2,1,II,3,W,1,infected,0,0,0,0,21,365.831,27504,28769,
34_1D,2,2,1,II,3,W,1,infected,0,0,0,0,21,366.351,25349,25962,
34_2A,2,2,1,II,3,W,0,uninfected,,,,1,20,,,,
34_2B,2,2,1,II,3,W,0,uninfected,,,,1,20,,,,
34_2C,2,2,1,II,3,W,1,infected,0,0,0,0,21,364.642,24605,25033,
34_2D,2,2,1,II,3,W,0,uninfected,,,,1,10,,,,
34_3A,2,2,0,II,3,W,0,unexposed,,,,1,12,,,,
34_3B,2,2,1,II,3,W,0,uninfected,,,,1,8,,,,
34_3C,2,2,1,II,3,W,1,infected,0,0,0,0,21,365.246,25958,27068,
34_3D,2,2,1,II,3,W,0,uninfected,,,,1,10,,,,
34_4A,2,2,1,II,5,W,1,infected,0,0,0,0,21,368.62,21770,22873,
34_4B,2,2,1,II,5,W,0,uninfected,,,,0,21,,,,
34_4C,2,2,1,II,5,W,0,uninfected,,,,1,21,,,,
34_4D,2,2,1,II,5,W,0,uninfected,,,,0,21,,,,
34_5A,2,2,1,II,5,W,0,uninfected,,,,1,20,,,,
34_5B,2,2,1,II,5,W,0,uninfected,,,,0,21,,,,
34_5C,2,2,1,II,5,W,0,uninfected,,,,1,21,,,,
34_5D,2,2,0,II,5,W,0,unexposed,,,,0,21,,,,
34_6A,2,2,1,II,5,W,1,infected,1,2,0,1,21,,,,
34_6B,2,2,1,II,5,W,0,uninfected,,,,0,21,,,,
34_6C,2,2,1,II,5,W,1,infected,0,0,0,0,21,366.356,29367,28171,
34_6D,2,2,1,II,5,W,0,uninfected,,,,0,21,,,,
35_1A,2,2,1,II,4,Z,0,uninfected,,,,0,21,,,,
35_1B,2,2,1,II,4,Z,0,uninfected,,,,1,20,,,,
35_1C,2,2,1,II,4,Z,1,infected,1,2,0,0,21,372.7,31657,31973,
35_1D,2,2,0,II,4,Z,0,unexposed,,,,,,,,,lost day 14
35_2A,2,2,1,II,4,Z,1,infected,0,0,0,0,21,365.385,21588,22725,
35_2B,2,2,1,II,4,Z,0,uninfected,,,,0,21,,,,
35_2C,2,2,1,II,4,Z,0,uninfected,,,,1,10,,,,
35_2D,2,2,1,II,4,Z,0,uninfected,,,,1,14,,,,
35_3A,2,2,1,II,4,Z,0,uninfected,,,,0,21,,,,
35_3B,2,2,1,II,4,Z,1,infected,0,1,0,1,14,,,,
35_3C,2,2,1,II,4,Z,0,uninfected,,,,0,21,,,,
35_3D,2,2,1,II,4,Z,0,uninfected,,,,0,21,,,,
35_4A,2,2,1,II,6,Z,1,infected,1,2,0,0,21,366.542,27345,29419,
35_4B,2,2,1,II,6,Z,0,uninfected,,,,0,21,,,,
35_4C,2,2,1,II,6,Z,0,uninfected,,,,0,21,,,,
35_4D,2,2,1,II,6,Z,1,infected,0,1,0,0,21,366.565,27231,25958,
35_5A,2,2,1,II,6,Z,0,uninfected,,,,0,21,,,,
35_5B,2,2,1,II,6,Z,1,infected,1,2,0,0,21,368.62,26902,27074,
35_5C,2,2,0,II,6,Z,0,unexposed,,,,0,21,,,,
35_5D,2,2,1,II,6,Z,1,infected,0,0,1,0,21,373.237,,,mini day9; lost it during dissection day 21…too small?
35_6A,2,2,1,II,6,Z,1,infected,0,0,0,0,21,356.787,27163,28797,
35_6B,2,2,1,II,6,Z,1,infected,0,1,0,0,21,372.518,28275,27332,
35_6C,2,2,1,II,6,Z,1,infected,1,2,0,0,21,364.047,26773,25651,
35_6D,2,2,1,II,6,Z,1,infected,1,2,0,0,21,354.035,26278,28599,
36_1A,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
36_1B,2,2,1,III,3,Q,1,infected,1,2,0,1,12,,,,
36_1C,2,2,1,III,3,Q,0,uninfected,,,,1,21,,,,
36_1D,2,2,1,III,3,Q,1,infected,0,0,0,0,21,383.24,23179,25265,
36_2A,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
36_2B,2,2,1,III,3,Q,1,infected,0,1,0,1,21,,,,
36_2C,2,2,1,III,3,Q,0,uninfected,,,,1,14,,,,
36_2D,2,2,0,III,3,Q,0,unexposed,,,,1,20,,,,
36_3A,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
36_3B,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
36_3C,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
36_3D,2,2,1,III,3,Q,0,uninfected,,,,1,21,,,,
36_4A,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_4B,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_4C,2,2,1,III,4,Q,1,infected,1,2,0,0,21,372.844,25874,26627,
36_4D,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_5A,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_5B,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_5C,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_5D,2,2,1,III,4,Q,0,uninfected,,,,1,21,,,,
36_6A,2,2,0,III,4,Q,0,unexposed,,,,0,21,,,,
36_6B,2,2,1,III,4,Q,0,uninfected,,,,1,21,,,,
36_6C,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
36_6D,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
37_1A,2,2,1,III,4,U,1,infected,0,0,0,1,14,,,,
37_1B,2,2,1,III,4,U,0,uninfected,,,,1,8,,,,
37_1C,2,2,0,III,4,U,0,unexposed,,,,0,21,,,,
37_1D,2,2,1,III,4,U,1,infected,1,2,0,0,21,362.58,28650,26186,
37_2A,2,2,1,III,4,U,1,infected,0,0,0,0,21,386.809,25006,25702,
37_2B,2,2,1,III,4,U,0,uninfected,,,,0,21,,,,
37_2C,2,2,1,III,4,U,0,uninfected,,,,1,6,,,,
37_2D,2,2,1,III,4,U,0,uninfected,,,,0,21,,,,
37_3A,2,2,1,III,4,U,0,uninfected,,,,0,21,,,,
37_3B,2,2,1,III,4,U,0,uninfected,,,,1,20,,,,
37_3C,2,2,1,III,4,U,0,uninfected,,,,0,21,,,,
37_3D,2,2,1,III,4,U,0,uninfected,,,,1,6,,,,
37_4A,2,2,1,III,3,U,0,uninfected,,,,1,12,,,,
37_4B,2,2,1,III,3,U,1,infected,0,0,0,0,21,374.144,20054,20051,
37_4C,2,2,1,III,3,U,0,uninfected,,,,0,21,,,,
37_4D,2,2,1,III,3,U,0,uninfected,,,,1,21,,,,
37_5A,2,2,1,III,3,U,0,uninfected,,,,0,21,,,,
37_5B,2,2,1,III,3,U,0,uninfected,,,,0,21,,,,
37_5C,2,2,1,III,3,U,1,infected,1,2,0,0,21,387.014,22152,24497,
37_5D,2,2,0,III,3,U,0,unexposed,,,,1,14,,,,
37_6A,2,2,1,III,3,U,0,uninfected,,,,1,16,,,,
37_6B,2,2,1,III,3,U,0,uninfected,,,,1,21,,,,
37_6C,2,2,1,III,3,U,0,uninfected,,,,1,8,,,,
37_6D,2,2,1,III,3,U,0,uninfected,,,,1,7,,,,
38_1A,2,2,1,III,3,Q,0,uninfected,,,,1,18,,,,
38_1B,2,2,1,III,3,Q,1,infected,0,0,0,0,21,372.779,28327,28862,
38_1C,2,2,1,III,3,Q,1,infected,0,0,0,0,21,391.772,23087,22802,
38_1D,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
38_2A,2,2,1,III,3,Q,0,uninfected,,,,1,12,,,,
38_2B,2,2,1,III,3,Q,0,uninfected,,,,1,21,,,,
38_2C,2,2,0,III,3,Q,0,unexposed,,,,1,20,,,,
38_2D,2,2,1,III,3,Q,1,infected,0,0,0,0,21,379.065,24975,26118,
38_3A,2,2,1,III,3,Q,0,uninfected,,,,0,21,,,,
38_3B,2,2,1,III,3,Q,0,uninfected,,,,1,21,,,,
38_3C,2,2,1,III,3,Q,1,infected,0,1,0,1,21,,,,
38_3D,2,2,1,III,3,Q,0,uninfected,,,,1,21,,,,
38_4A,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
38_4B,2,2,1,III,4,Q,0,uninfected,,,,1,20,,,,
38_4C,2,2,1,III,4,Q,0,uninfected,,,,1,20,,,,
38_4D,2,2,1,III,4,Q,1,infected,0,0,0,1,14,,,,
38_5A,2,2,0,III,4,Q,0,unexposed,,,,0,21,,,,
38_5B,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
38_5C,2,2,1,III,4,Q,1,infected,0,0,0,0,21,348.279,24677,24491,
38_5D,2,2,1,III,4,Q,0,uninfected,,,,1,10,,,,
38_6A,2,2,1,III,4,Q,1,infected,1,2,0,0,21,382.127,26995,26013,
38_6B,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
38_6C,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
38_6D,2,2,1,III,4,Q,0,uninfected,,,,0,21,,,,
39_1A,2,2,1,III,4,W,0,uninfected,,,,0,21,,,,
39_1B,2,2,1,III,4,W,0,uninfected,,,,1,18,,,,
39_1C,2,2,0,III,4,W,0,unexposed,,,,0,21,,,,
39_1D,2,2,1,III,4,W,0,uninfected,,,,0,21,,,,
39_2A,2,2,1,III,4,W,0,uninfected,,,,1,21,,,,
39_2B,2,2,1,III,4,W,0,uninfected,,,,1,16,,,,
39_2C,2,2,1,III,4,W,1,infected,0,0,0,0,21,373.315,24466,26362,
39_2D,2,2,1,III,4,W,1,infected,0,0,0,0,21,366.816,28994,25151,
39_3A,2,2,1,III,4,W,0,uninfected,,,,0,21,,,,
39_3B,2,2,1,III,4,W,0,uninfected,,,,1,18,,,,
39_3C,2,2,1,III,4,W,0,uninfected,,,,0,21,,,,
39_3D,2,2,1,III,4,W,0,uninfected,,,,0,21,,,,
39_4A,2,2,1,III,3,W,0,uninfected,,,,0,21,,,,
39_4B,2,2,1,III,3,W,0,uninfected,,,,1,21,,,,
39_4C,2,2,1,III,3,W,0,uninfected,,,,1,16,,,,
39_4D,2,2,1,III,3,W,0,uninfected,,,,1,21,,,,
39_5A,2,2,1,III,3,W,0,uninfected,,,,1,6,,,,
39_5B,2,2,1,III,3,W,1,infected,1,2,0,0,21,374.146,27604,29650,
39_5C,2,2,1,III,3,W,0,uninfected,,,,0,21,,,,
39_5D,2,2,1,III,3,W,1,infected,0,0,0,0,21,382.89,34764,31705,
39_6A,2,2,0,III,3,W,0,unexposed,,,,1,20,,,,
39_6B,2,2,1,III,3,W,1,infected,0,0,0,0,21,376.946,29895,30124,
39_6C,2,2,1,III,3,W,0,uninfected,,,,0,21,,,,
39_6D,2,2,1,III,3,W,1,infected,1,2,0,0,21,373.877,30729,30672,
40_1A,2,2,1,III,3,Z,1,infected,1,2,0,0,21,365.99,26907,29747,
40_1B,2,2,1,III,3,Z,0,uninfected,,,,0,21,,,,
40_1C,2,2,1,III,3,Z,0,uninfected,,,,1,21,,,,
40_1D,2,2,1,III,3,Z,1,infected,1,2,0,0,21,360.323,27789,31702,
40_2A,2,2,1,III,3,Z,1,infected,0,0,0,1,20,,,,
40_2B,2,2,0,III,3,Z,0,unexposed,,,,0,21,,,,
40_2C,2,2,1,III,3,Z,1,infected,1,2,0,0,21,369.709,32563,28529,
40_2D,2,2,1,III,3,Z,0,uninfected,,,,0,21,,,,
40_3A,2,2,1,III,3,Z,0,uninfected,,,,0,21,,,,
40_3B,2,2,1,III,3,Z,0,uninfected,,,,1,21,,,,
40_3C,2,2,1,III,3,Z,0,uninfected,,,,0,21,,,,
40_3D,2,2,1,III,3,Z,0,uninfected,,,,1,14,,,,
40_4A,2,2,1,III,4,Z,1,infected,1,2,0,0,21,381.56,28010,25211,
40_4B,2,2,1,III,4,Z,0,uninfected,,,,1,21,,,,
40_4C,2,2,1,III,4,Z,0,uninfected,,,,0,21,,,,
40_4D,2,2,0,III,4,Z,0,unexposed,,,,0,21,,,,
40_5A,2,2,1,III,4,Z,0,uninfected,,,,1,6,,,,
40_5B,2,2,1,III,4,Z,0,uninfected,,,,0,21,,,,
40_5C,2,2,1,III,4,Z,0,uninfected,,,,1,18,,,,
40_5D,2,2,1,III,4,Z,0,uninfected,,,,0,21,,,,
40_6A,2,2,1,III,4,Z,0,uninfected,,,,1,21,,,,
40_6B,2,2,1,III,4,Z,0,uninfected,,,,0,21,,,,
40_6C,2,2,1,III,4,Z,0,uninfected,,,,1,12,,,,
40_6D,2,2,1,III,4,Z,1,infected,1,2,0,0,21,349.687,25860,24603,
41_1A,2,2,0,IV,4,Q,0,unexposed,,,,0,21,,,,
41_1B,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_1C,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_1D,2,2,1,IV,4,Q,1,infected,0,0,0,0,21,414.609,24995,36260,
41_2A,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_2B,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_2C,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_2D,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_3A,2,2,1,IV,4,Q,1,infected,0,0,0,1,10,,,,
41_3B,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_3C,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_3D,2,2,1,IV,4,Q,0,uninfected,,,,0,21,,,,
41_4A,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_4B,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_4C,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_4D,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_5A,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_5B,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_5C,2,2,1,IV,3,Q,1,infected,0,0,0,0,21,409.939,22778,24129,
41_5D,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_6A,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_6B,2,2,1,IV,3,Q,0,uninfected,,,,0,21,,,,
41_6C,2,2,1,IV,3,Q,1,infected,0,1,0,0,21,419.345,29239,27579,
41_6D,2,2,0,IV,3,Q,0,unexposed,,,,0,21,,,,
42_1A,2,2,1,IV,6,U,1,infected,0,0,0,0,21,391.29,28439,29043,
42_1B,2,2,1,IV,6,U,0,uninfected,,,,0,21,,,,
42_1C,2,2,1,IV,6,U,1,infected,0,0,0,0,21,381.425,23218,24092,
42_1D,2,2,1,IV,6,U,0,uninfected,,,,1,20,,,,
42_2A,2,2,1,IV,6,U,1,infected,1,2,0,0,21,402.942,28528,28079,
42_2B,2,2,1,IV,6,U,1,infected,0,0,0,0,21,395.072,21452,20838,
42_2C,2,2,1,IV,6,U,0,uninfected,,,,0,21,,,,
42_2D,2,2,1,IV,6,U,0,uninfected,,,,0,21,,,,
42_3A,2,2,0,IV,6,U,0,unexposed,,,,0,21,,,,
42_3B,2,2,1,IV,6,U,1,infected,1,2,0,0,21,379.947,27021,24663,
42_3C,2,2,1,IV,6,U,0,uninfected,,,,0,21,,,,
42_3D,2,2,1,IV,6,U,1,infected,1,2,0,0,21,391.699,25813,29604,
42_4A,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_4B,2,2,0,IV,4,U,0,unexposed,,,,0,21,,,,
42_4C,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_4D,2,2,1,IV,4,U,1,infected,0,0,0,0,21,396.558,32001,31073,
42_5A,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_5B,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_5C,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_5D,2,2,1,IV,4,U,1,infected,1,2,0,0,21,414.162,27563,27641,
42_6A,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_6B,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_6C,2,2,1,IV,4,U,0,uninfected,,,,0,21,,,,
42_6D,2,2,1,IV,4,U,1,infected,0,0,0,0,21,412.055,28627,30393,
43_1A,2,2,1,IV,4,W,1,infected,0,0,0,1,20,,,,
43_1B,2,2,1,IV,4,W,1,infected,0,0,0,0,21,379.676,29111,29309,
43_1C,2,2,1,IV,4,W,1,infected,0,1,0,0,21,408.864,25300,33801,
43_1D,2,2,1,IV,4,W,0,uninfected,,,,1,6,,,,
43_2A,2,2,1,IV,4,W,1,infected,0,0,0,1,14,,,,
43_2B,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
43_2C,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
43_2D,2,2,1,IV,4,W,1,infected,0,0,0,0,21,424.264,28720,26525,
43_3A,2,2,1,IV,4,W,1,infected,0,0,0,0,21,412.055,29380,28430,
43_3B,2,2,0,IV,4,W,0,unexposed,,,,0,21,,,,
43_3C,2,2,1,IV,4,W,1,infected,0,0,0,0,21,415.394,29475,28398,
43_3D,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
43_4A,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_4B,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_4C,2,2,1,IV,5,W,1,infected,0,0,0,0,21,418.61,28240,33372,
43_4D,2,2,1,IV,5,W,1,infected,0,0,0,0,21,408.906,30954,29820,
43_5A,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_5B,2,2,1,IV,5,W,1,infected,0,0,0,0,21,400.271,29477,27276,
43_5C,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_5D,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_6A,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_6B,2,2,0,IV,5,W,0,unexposed,,,,0,21,,,,
43_6C,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
43_6D,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_1A,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_1B,2,2,0,IV,5,W,0,unexposed,,,,0,21,,,,
44_1C,2,2,1,IV,5,W,1,infected,0,1,0,1,12,,,,
44_1D,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_2A,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_2B,2,2,1,IV,5,W,1,infected,1,2,0,0,21,394.635,31913,31838,
44_2C,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_2D,2,2,1,IV,5,W,1,infected,0,0,0,0,21,389.012,30987,33751,
44_3A,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_3B,2,2,1,IV,5,W,1,infected,0,0,0,0,21,399.362,28036,29673,
44_3C,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_3D,2,2,1,IV,5,W,0,uninfected,,,,0,21,,,,
44_4A,2,2,1,IV,4,W,1,infected,0,0,0,1,12,,,,
44_4B,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_4C,2,2,0,IV,4,W,0,unexposed,,,,0,21,,,,
44_4D,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_5A,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_5B,2,2,1,IV,4,W,0,uninfected,,,,1,18,,,,
44_5C,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_5D,2,2,1,IV,4,W,1,infected,0,0,0,0,21,423.515,35124,30831,
44_6A,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_6B,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_6C,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
44_6D,2,2,1,IV,4,W,0,uninfected,,,,0,21,,,,
45_1A,2,2,0,IV,4,Z,0,unexposed,,,,0,21,,,,
45_1B,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_1C,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_1D,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_2A,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_2B,2,2,1,IV,4,Z,0,uninfected,,,,1,7,,,,
45_2C,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_2D,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_3A,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_3B,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_3C,2,2,1,IV,4,Z,0,uninfected,,,,0,21,,,,
45_3D,2,2,1,IV,4,Z,0,uninfected,,,,1,7,,,,
45_4A,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_4B,2,2,1,IV,5,Z,0,uninfected,,,,1,10,,,,
45_4C,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_4D,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_5A,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_5B,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_5C,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_5D,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_6A,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_6B,2,2,1,IV,5,Z,0,uninfected,,,,0,21,,,,
45_6C,2,2,1,IV,5,Z,1,infected,1,2,0,1,18,,,,
45_6D,2,2,0,IV,5,Z,0,unexposed,,,,0,21,,,,
46_1A,2,2,0,V,4,Q,0,unexposed,,,,0,21,,,,
46_1B,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_1C,2,2,1,V,4,Q,0,uninfected,,,,1,8,,,,
46_1D,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_2A,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_2B,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_2C,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_2D,2,2,1,V,4,Q,0,uninfected,,,,1,10,,,,
46_3A,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_3B,2,2,1,V,4,Q,1,infected,0,0,0,0,21,358.504,23658,24615,
46_3C,2,2,1,V,4,Q,0,uninfected,,,,0,21,,,,
46_3D,2,2,1,V,4,Q,1,infected,,,,0,21,376.269,25799,23985,
46_4A,2,2,1,V,3,Q,0,uninfected,,,,0,21,,,,
46_4B,2,2,1,V,3,Q,0,uninfected,,,,0,21,,,,
